title,genre,synopsis
E.T. the Extra-Terrestrial,"Adventure, Family, Sci-Fi",A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.
Alita: Battle Angel,"Action, Adventure, Sci-Fi","A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is."
Prometheus,"Adventure, Mystery, Sci-Fi","Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone."
Divergent,"Action, Adventure, Mystery","In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late."
Passengers,"Drama, Romance, Sci-Fi",A malfunction in a sleeping pod on a spacecraft traveling to a distant colony planet wakes one passenger 90 years early.
The Matrix Reloaded,"Action, Sci-Fi","Freedom fighters Neo, Trinity and Morpheus continue to lead the revolt against the Machine Army, unleashing their arsenal of extraordinary skills and weaponry against the systematic forces of repression and exploitation."
X-Men: Apocalypse,"Action, Adventure, Sci-Fi","In the 1980s the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive through bringing destruction to the world."
2001: A Space Odyssey,"Adventure, Sci-Fi","The Monoliths push humanity to reach for the stars; after their discovery in Africa generations ago, the mysterious objects lead mankind on an awesome journey to Jupiter, with the help of H.A.L. 9000: the world's greatest supercomputer."
Munich,"Action, Drama, History","After the Black September capture and massacre of Israeli athletes at the 1972 Olympics, five men are chosen to eliminate the people responsible for that fateful day."
The King's Speech,"Biography, Drama, History","The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer."
Lansky,"Biography, Crime, Drama","When the aging Meyer Lansky is investigated by the Feds, who suspect he has stashed away millions of dollars over half a century, the retired gangster reveals the untold truth about his life as the boss of the National Crime Syndicate."
Untitled David O. Russell,"Drama, History",Plot details kept under wraps.
Wild River,"Drama, History, Romance",A TVA bureaucrat comes to the river to do what none of his predecessors have been able to do - evict a stubborn octogenarian from her island before the rising waters engulf her.
Ben-Hur,"Adventure, Drama, History","After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge."
The Woman King,"Drama, History","A historical epic inspired by the true events that happened in The Kingdom of Dahomey, one of the most powerful states of Africa in the 18th and 19th centuries."
Kursk,"Action, Adventure, Drama","The 2000 K-141 Kursk submarine disaster is followed by governmental negligence. As the sailors fight for survival, their families desperately battle political obstacles and impossible odds to save them."
Marie Antoinette,"Biography, Drama, History","The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 14 to her reign as queen at 19 and to the end of her reign as queen, and ultimately the fall of Versailles."
Apollo 13,"Adventure, Drama, History",NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
JFK,"Drama, History, Thriller",New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.
The Death of Stalin,"Comedy, Drama, History","Moscow, 1953. After being in power for nearly thirty years, Soviet dictator Joseph Vissarionovich Stalin takes ill and quickly dies. Now the members of the Council of Ministers scramble for power."
Ammonite,"Biography, Drama, History","1840s England, acclaimed but overlooked fossil hunter Mary Anning and a young woman sent to convalesce by the sea develop an intense relationship, altering both of their lives forever."
Det sjunde inseglet,"Drama, Fantasy, History","A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague."
Shakespeare in Love,"Comedy, Drama, History","The world's greatest ever playwright, William Shakespeare, is young, out of ideas and short of cash, but meets his ideal woman and is inspired to write one of his most famous plays."
Public Enemies,"Action, Biography, Crime","The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s."
Harriet,"Action, Biography, Drama","The extraordinary tale of Harriet Tubman's escape from slavery and transformation into one of America's greatest heroes, whose courage, ingenuity, and tenacity freed hundreds of slaves and changed the course of history."
Deepwater Horizon,"Action, Drama, History","A dramatization of the disaster in April 2010, when the offshore drilling rig called the Deepwater Horizon exploded, resulting in the worst oil spill in American history."
The Professor and the Madman,"Biography, Drama, History","Professor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the mid-19th century, and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum, Dr. William Minor."
Bridge of Spies,"Drama, History, Thriller","During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers."
First Man,"Biography, Drama, History","A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969."
Changeling,"Biography, Crime, Drama",Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.
The Three Musketeers,"Action, Adventure, Fantasy",The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.
Mary Queen of Scots,"Biography, Drama, History","Mary Stuart's (Saoirse Ronan's) attempt to overthrow her cousin Elizabeth I (Margot Robbie), Queen of England, finds her condemned to years of imprisonment before facing execution."
Against the Ice,"Adventure, Drama, History","In 1909, two explorers fight to survive after they're left behind while on a Denmark expedition in ice-covered Greenland. Nikolaj Coster-Waldau stars."
Finding Nemo,"Animation, Adventure, Comedy","After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
WALL·E,"Animation, Adventure, Family","In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind."
Catwoman: Hunted,"Animation, Action, Crime","Follows Catwoman in an attempt to steal a priceless jewel. This puts her squarely in the crosshairs of both a powerful consortium of villains, Interpol and Batwoman."
Toy Story 4,"Animation, Adventure, Comedy","When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy."
Big Hero 6,"Animation, Action, Adventure","A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes."
"Monsters, Inc.","Animation, Adventure, Comedy","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think."
How to Train Your Dragon,"Animation, Action, Adventure","A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed."
Minions: The Rise of Gru,"Animation, Adventure, Comedy",The untold story of one twelve-year-old's dream to become the world's greatest supervillain.
A Bug's Life,"Animation, Adventure, Comedy","A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe."
Kung Fu Panda,"Animation, Action, Adventure","To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way."
Ice Age: Collision Course,"Animation, Adventure, Comedy","When Scrat's acorn sends an asteroid to Earth, the Herd must find a way to stop the asteroid from hitting Earth with the help of a returning friend."
The Croods: A New Age,"Animation, Adventure, Comedy","The prehistoric family the Croods are challenged by a rival family the Bettermans, who claim to be better and more evolved."
Incredibles 2,"Animation, Action, Adventure",The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.
Onward,"Animation, Adventure, Comedy",Two elven brothers embark on a quest to bring their father back for one day.
Back to the Outback,"Animation, Adventure, Comedy","Tired of being locked in a reptile house where humans gawk at them like they're monsters, a group of Australia's deadliest creatures plot a daring escape from their zoo to the Outback."
PAW Patrol: The Movie,"Animation, Action, Adventure",Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.
Sausage Party,"Animation, Adventure, Comedy",A sausage strives to discover the truth about his existence.
Fireheart,"Animation, Adventure, Comedy","Sixteen-year-old Georgia Nolan dreams of being the world's first-ever female firefighter. When a mysterious arsonist starts burning down Broadway, New York's firemen begin vanishing. ...                See full summary »"
Mononoke-hime,"Animation, Action, Adventure","On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime."
Despicable Me 3,"Animation, Adventure, Comedy","Gru meets his long-lost, charming, cheerful, and more successful twin brother Dru, who wants to team up with him for one last criminal heist."
Brave,"Animation, Adventure, Comedy","Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse."
Injustice,"Animation, Action, Adventure","On an alternate Earth, the Joker tricks Superman into killing Lois Lane, which causes a rampage in the hero. Superman decides to take control of Earth; Batman and his allies will have to attempt to stop him."
Toy Story 3,"Animation, Adventure, Comedy","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home."
Who Framed Roger Rabbit,"Animation, Adventure, Comedy",A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.
Lilo & Stitch,"Animation, Adventure, Comedy","A young and parentless girl adopts a 'dog' from the local pound, completely unaware that it's supposedly a dangerous scientific experiment that's taken refuge on Earth and is now hiding from its creator and those who see it as a menace."
Kimetsu no Yaiba: Natagumo Yama Hen,"Animation, Action, Fantasy",Tanjiro teams up with Zenitsu and Inosuke to investigate missing person cases on the mountain Natagumo. They slowly begin to realize the entire mountain is being controlled by a family of Demon spider creatures.
Tom & Jerry,"Animation, Adventure, Comedy","A chaotic battle ensues between Jerry Mouse, who has taken refuge in the Royal Gate Hotel, and Tom Cat, who is hired to drive him away before the day of a big wedding arrives."
Wreck-It Ralph,"Animation, Adventure, Comedy","A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives."
The Boss Baby: Family Business,"Animation, Adventure, Comedy","The Templeton brothers have become adults and drifted away from each other, but a new boss baby with a cutting-edge approach is about to bring them together again - and inspire a new family business."
Isle of Dogs,"Animation, Adventure, Comedy","Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog."
Heavy Metal,"Animation, Adventure, Fantasy","A glowing green orb - which embodies ultimate evil - terrorizes a young girl with an anthology of bizarre and fantastic stories of dark fantasy, eroticism and horror."
Toy Story 2,"Animation, Adventure, Comedy","When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye."
Coraline,"Animation, Drama, Family","An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets."
Hotel Transylvania 3: Summer Vacation,"Animation, Adventure, Comedy","Count Dracula and company participate in a cruise for sea-loving monsters, unaware that their boat is being commandeered by the monster-hating Van Helsing family."
Madagascar,"Animation, Adventure, Comedy","A group of animals who have spent all their life in a New York zoo end up in the jungles of Madagascar, and must adjust to living in the wild."
Megamind,"Animation, Action, Comedy","Evil genius Megamind finally defeats his do-gooder nemesis, Metro Man, but is left without a purpose in a superhero-free world."
Dora and the Lost City of Gold,"Animation, Adventure, Comedy","Dora, a teenage explorer, leads her friends on an adventure to save her parents and solve the mystery behind a lost city of gold."
The Usual Suspects,"Crime, Drama, Mystery","A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup."
The Sixth Sense,"Drama, Mystery, Thriller","A frightened, withdrawn Philadelphia boy who communicates with spirits seeks the help of a disheartened child psychologist."
Oldeuboi,"Action, Drama, Mystery","After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days."
Memento,"Mystery, Thriller",A man with short-term memory loss attempts to track down his wife's murderer.
Basic Instinct,"Drama, Mystery, Thriller",A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.
Eyes Wide Shut,"Drama, Mystery, Thriller","A Manhattan doctor embarks on a bizarre, night-long odyssey after his wife's admission of unfulfilled longing."
The Fugitive,"Action, Crime, Drama","Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal."
Jai Bhim,"Crime, Drama, Mystery","When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice."
No Sudden Move,"Crime, Drama, Mystery",A group of criminals are brought together under mysterious circumstances and have to work together to uncover what's really going on when their simple job goes completely sideways.
The Silencing,"Action, Crime, Mystery",A reformed hunter living in isolation on a wildlife sanctuary becomes involved in a deadly game of cat and mouse when he and the local Sheriff set out to track a vicious killer who may have kidnapped his daughter years ago.
Irréversible,"Crime, Drama, Mystery",Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass.
Brazen,"Crime, Drama, Mystery","When her sister is killed and her double life as a webcam performer is revealed, Grace ignores the warnings of a cool-headed detective and gets involved in the case."
The Clovehitch Killer,"Crime, Drama, Mystery",A picture-perfect family is shattered when the work of a serial killer hits too close to home.
Enola Holmes,"Action, Adventure, Crime","When Enola Holmes-Sherlock's teen sister-discovers her mother missing, she sets off to find her, becoming a super-sleuth in her own right as she outwits her famous brother and unravels a dangerous conspiracy around a mysterious young Lord."
My Son,"Crime, Drama, Mystery","Driving in the heart of the Highlands, Edmond Murray receives a call from his ex-wife, in tears. Their 7-year-old son went missing from a campsite. Soon it becomes clear that the child was kidnapped and the parents give way to despair."
Wild Things,"Crime, Drama, Mystery",A police detective uncovers a conspiracy behind a case involving a high-school guidance counselor when accusations of rape are made against him by two female students.
Mulholland Dr.,"Drama, Mystery, Thriller","After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality."
L.A. Confidential,"Crime, Drama, Mystery","As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice."
Clue,"Comedy, Crime, Mystery","Six guests are anonymously invited to a strange mansion for dinner, but after their host is killed, they must cooperate with the staff to identify the murderer as the bodies pile up."
Murder Mystery,"Action, Comedy, Crime","A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage, but end up getting framed and on the run for the death of an elderly billionaire."
Hot Fuzz,"Action, Comedy, Mystery","A skilled London police officer, after irritating superiors with his embarrassing effectiveness, is transferred to a village where the easygoing officers object to his fervor for regulations, as a string of grisly murders strikes the town."
Zodiac,"Crime, Drama, Mystery","Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree."
The Souvenir,"Drama, Mystery, Romance",A young film student in the early '80s becomes romantically involved with a complicated and untrustworthy man.
Oldboy,"Action, Drama, Mystery","Obsessed with vengeance, a man sets out to find out why he was kidnapped and locked into solitary confinement for twenty years without reason."
Ad Astra,"Adventure, Drama, Mystery","Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe."
Cleaner,"Crime, Mystery, Thriller",A former cop who now earns a wage as a crime scene cleaner unknowingly participates in a cover-up at his latest job.
Inside Man,"Crime, Drama, Mystery","A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation."
The Weekend Away,"Crime, Drama, Mystery","A weekend getaway to Croatia that goes awry when a woman is accused of killing her best friend. As she attempts to clear her name and uncover the truth, her efforts unearth a painful secret."
Boss Level,"Mystery, Sci-Fi, Thriller","Trapped in a time loop that constantly repeats the day of his murder, a former special forces agent must unlock the mystery behind his untimely demise."
The Maze Runner,"Action, Mystery, Sci-Fi","Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape."
The Bourne Identity,"Action, Mystery, Thriller","A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory."
The New Mutants,"Action, Horror, Mystery","Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves."
The Girl on the Train,"Crime, Drama, Mystery",A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.
Martha Marcy May Marlene,"Drama, Mystery, Thriller","Haunted by painful memories and increasing paranoia, a damaged woman struggles to re-assimilate with her family after fleeing an abusive cult."
Enemy,"Drama, Mystery, Thriller",A man seeks out his exact look-alike after spotting him in a movie.
A Simple Favor,"Comedy, Crime, Mystery","Stephanie is a single mother with a parenting vlog who befriends Emily, a secretive upper-class woman who has a child at the same elementary school. When Emily goes missing, Stephanie takes it upon herself to investigate."
The Firm,"Drama, Mystery, Thriller",A young lawyer joins a prestigious law firm only to discover that it has a sinister dark side.
The Game,"Drama, Mystery, Thriller","After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him."
The Dry,"Crime, Drama, Mystery",Aaron Falk returns to his drought-stricken hometown to attend a tragic funeral. But his return opens a decades-old wound - the unsolved death of a teenage girl.
Orphan,"Horror, Mystery, Thriller",A husband and wife who recently lost their baby adopt a 9-year-old girl who is not nearly as innocent as she appears.
Sherlock Holmes,"Action, Adventure, Mystery",Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.
No Exit,"Drama, Horror, Mystery","During a blizzard and stranded at an isolated highway rest stop in the mountains, a college student discovers a kidnapped child hidden in a car belonging to one of the people inside."
The Conjuring: The Devil Made Me Do It,"Horror, Mystery, Thriller",The Warrens investigate a murder that may be linked to a demonic possession.
Let Me In,"Drama, Fantasy, Horror",A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.
Spiral: From the Book of Saw,"Crime, Drama, Horror","A criminal mastermind unleashes a twisted form of justice in Spiral, the terrifying new chapter from the book of Saw."
Salinui chueok,"Crime, Drama, Mystery","In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit."
The Empty Man,"Horror, Mystery, Thriller","On the trail of a missing girl, an ex-cop comes across a secretive group attempting to summon a terrifying supernatural entity."
Suspiria,"Drama, Fantasy, Horror","A darkness swirls at the center of a world-renowned dance company, one that will engulf the artistic director, an ambitious young dancer, and a grieving psychotherapist. Some will succumb to the nightmare. Others will finally wake up."
Saw,"Horror, Mystery, Thriller","Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer."
The Lives of Others,"Drama, Mystery, Thriller","In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives."
The Conversation,"Drama, Mystery, Thriller","A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered."
It Follows,"Horror, Mystery, Thriller",A young woman is followed by an unknown supernatural force after a sexual encounter.
Minority Report,"Action, Crime, Mystery","In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder."
Spenser Confidential,"Action, Comedy, Crime","When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate, Hawk, to take down criminals."
The Village,"Drama, Mystery, Thriller",A series of events tests the beliefs of a small isolated countryside village.
Sinister,"Horror, Mystery, Thriller",Washed-up true crime writer Ellison Oswalt finds a box of super 8 home movies in his new home that suggest the murder that he is currently researching is the work of a serial killer whose legacy dates back to the 1960s.
Le loup et le lion,Family,A wolf pup and a lost lion cub are rescued by a girl in the heart of the Canadian wilderness. Their friendship will change their lives forever.
The Goonies,"Adventure, Comedy, Family",A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.
The Royal Treatment,"Comedy, Family, Romance","New York hairdresser Izzy seizes the chance to work at the wedding of a charming prince, but when sparks between them fly, will love or duty prevail?"
The Polar Express,"Animation, Adventure, Comedy","On Christmas Eve, a young boy embarks on a magical adventure to the North Pole on the Polar Express, while learning about friendship, bravery, and the spirit of Christmas."
Hair,"Comedy, Drama, Musical","Claude Bukowski leaves the family ranch in Oklahoma for New York where he is rapidly embraced into the hippie group of youngsters led by Berger, yet he's already been drafted. He soon falls in love with Sheila Franklin, a rich girl but still a rebel inside."
Tenacious D in The Pick of Destiny,"Adventure, Comedy, Music","To become the greatest band of all time, two slacker, wannabe-rockers set out on a quest to steal a legendary guitar pick that gives its holders incredible guitar skills, from a maximum security Rock and Roll museum."
History of the World: Part I,"Comedy, History, Musical",Mel Brooks brings his one-of-a-kind comic touch to the history of mankind covering events from the Old Testament to the French Revolution in a series of episodic comedy vignettes.
Thumbelina,"Animation, Adventure, Family","This retelling of the Hans Christian Andersen classic fairy tale has the digit-sized heroine evading the clutches of various toads, moles, and beetles before she can proceed with her courtship with her dream lover, Prince Cornelius."
Oliver & Company,"Animation, Adventure, Comedy",A lost and alone kitten joins a gang of dogs engaged in petty larceny in New York City.
Over the Moon,"Animation, Adventure, Comedy","In this animated musical, a girl builds a rocket ship and blasts off, hoping to meet a mythical moon goddess."
An American in Paris,"Drama, Musical, Romance",Three friends struggle to find work in Paris. Things become more complicated when two of them fall in love with the same woman.
Bedknobs and Broomsticks,"Animation, Adventure, Comedy","An apprentice witch, three kids and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in World War II."
Earth Girls Are Easy,"Comedy, Musical, Romance",A Southern California girl befriends three furry aliens after their spaceship lands in her swimming pool.
Everyone Says I Love You,"Comedy, Musical, Romance",A New York girl sets her father up with a beautiful woman in a troubled marriage while her stepsister gets engaged.
The Muppets,"Adventure, Comedy, Family",A Muppet fanatic with some help from his 2 human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.
Fantasia,"Animation, Family, Fantasy","A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred."
The Harvey Girls,"Comedy, Musical, Western","On a train trip West to become a mail-order bride, Susan Bradley (Judy Garland) meets a cheery crew of young women travelling out to open a ""Harvey House"" restaurant at a remote whistle-stop."
All Dogs Go to Heaven,"Animation, Adventure, Comedy","A canine angel, Charlie, sneaks back to earth from heaven but ends up befriending an orphan girl who can speak to animals. In the process, Charlie learns that friendship is the most heavenly gift of all."
Winnie the Pooh,"Animation, Adventure, Comedy","While searching for honey, Pooh and his friends embark on an adventure to find Eeyore's missing tail and rescue Christopher Robin from an unknown monster called The Backson."
Bye Bye Birdie,"Comedy, Musical","A rock singer travels to a small Ohio town to make his ""farewell"" television performance and kiss his biggest fan before he is drafted."
The Sword in the Stone,"Animation, Adventure, Comedy","A poor boy named Arthur learns the power of love, kindness, knowledge and bravery with the help of a wizard called Merlin in the path to become one of the most beloved kings in English history."
The Grinch,"Animation, Adventure, Comedy",A grumpy Grinch plots to ruin Christmas for the village of Whoville.
Ladybug & Cat Noir: Awakening,"Animation, Action, Adventure","Ladybug & Cat Noir Awakening, is an upcoming animated musical film based on Miraculous: Tales of Ladybug & Cat Noir. It will be released in Fall 2021, or Early 2022."
Xanadu,"Fantasy, Musical, Romance",A struggling artist living in Los Angeles meets a girl who may hold the key to his happiness.
Seven Brides for Seven Brothers,"Comedy, Drama, Musical","In 1850 Oregon, when a backwoodsman brings a wife home to his farm, his six brothers decide that they want to get married too."
Pete's Dragon,"Animation, Adventure, Comedy",An orphan boy and his magical dragon come to town with his abusive adoptive parents in pursuit.
Bugsy Malone,"Comedy, Crime, Family",The classic gangster story of Bugsy Malone told with an all-child cast.
The Producers,"Comedy, Crime, Musical","After putting together another Broadway flop, down-on-his-luck producer Max Bialystock teams up with timid accountant Leo Bloom in a get-rich-quick scheme to put on the world's worst show."
Oklahoma!,"Comedy, Drama, Musical","In Oklahoma, several farmers, cowboys and a traveling salesman compete for the romantic favors of various local ladies."
A Week Away,"Drama, Family, Musical","With nowhere left to go, Will Hawkins finds himself at camp for the first time. His instinct is to run, but he finds a friend, a father figure, and even a girl who awakens his heart. Most of all, he finally finds a home."
2gether: The Movie,"Comedy, Musical, Romance",Tine wants to get rid of a gay admirer so he finds a fake boyfriend: Sarawat. The two become close and intense emotions soon erupt. As Tine and Sarawat enter the second year of their relationship.
An American Tail,"Animation, Adventure, Comedy","While emigrating to the United States, a young Russian mouse gets separated from his family and must relocate them while trying to survive in a new country."
Alvin and the Chipmunks: The Road Chip,"Animation, Adventure, Comedy",The Chipmunks believe that Dave plans to propose to his new girlfriend in Miami.--and dump them. They have three days to get to him and save themselves not only from losing Dave but also from gaining a terrible stepbrother.
Valley Girl,"Comedy, Musical, Romance","Set to a new wave '80s soundtrack, a pair of young lovers from different backgrounds defy their parents and friends to stay together. A musical adaptation of the 1983 film."
A Hard Day's Night,"Comedy, Musical","Over two ""typical"" days in the life of The Beatles, the boys struggle to keep themselves and Sir Paul McCartney's mischievous grandfather in check while preparing for a live TV performance."
A Funny Thing Happened on the Way to the Forum,"Comedy, Musical","A wily Roman slave schemes to earn his freedom by romantically uniting his master with a courtesan. But matters get complicated and he ends up dragging in his neighbors around him, leading to chaos."
Animal Crackers,"Animation, Adventure, Comedy",A family must use a magical box of Animal Crackers to save a run-down circus from being taken over by their evil uncle Horatio P. Huntington.
Guys and Dolls,"Comedy, Crime, Musical","In New York, a gambler is challenged to take a cold female missionary to Havana, but they fall for each other, and the bet has a hidden motive to finance a crap game."
One from the Heart,"Drama, Musical, Romance","A couple has a fight after living together 5 years in Las Vegas. They go out and celebrate 4th of July, each with a new partner. Breakup?"
Hoodwinked!,"Animation, Adventure, Comedy","Little Red Riding Hood, the Wolf, the Woodsman, and Granny all tell the police the events that led up to their encounter."
Billy Elliot: The Musical Live,"Comedy, Drama, Music",A talented young dancer has to learn to fight for his dream despite social and parental disapproval.
The Court Jester,"Adventure, Comedy, Family",A hapless carnival performer masquerades as the court jester as part of a plot against an evil ruler who has overthrown the rightful King.
Dumbo,"Animation, Adventure, Drama","Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential."
Funny Girl,"Biography, Comedy, Drama","The life of Fanny Brice, famed comedienne and entertainer of the early 1900s. We see her rise to fame as a Ziegfeld girl, subsequent career, and her personal life, particularly her relationship with Nick Arnstein."
The Great Mouse Detective,"Animation, Adventure, Family","Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy maker and uncovers its link to his archenemy, Professor Ratigan."
Carousel,"Drama, Fantasy, Musical","Fifteen years after his death, a carousel barker is granted permission to return to Earth for one day to make amends to his widow and their daughter."
Camelot,"Adventure, Comedy, Drama","The story of the marriage of England's King Arthur to Guinevere. The plot of illegitimate Mordred to gain the throne and Guinevere's growing attachment to Sir Lancelot, threaten to topple Arthur and destroy his ""round table"" of knights."
Smallfoot,"Animation, Adventure, Comedy","A Yeti is convinced that the elusive creatures known as ""humans"" really do exist."
South Pacific,"Musical, Romance, War","On a South Pacific island during World War II, love blooms between a young nurse and a secretive Frenchman who's being courted for a dangerous military mission."
High School Musical 3: Senior Year,"Comedy, Drama, Family","As seniors in high school, Troy and Gabriella struggle with the idea of being separated from one another as college approaches. Along with the rest of the Wildcats, they stage a spring musical to address their experiences, hopes and fears about their future."
Song of the South,"Animation, Comedy, Family","The kindly story-teller Uncle Remus tells a young boy stories about trickster Br'er Rabbit, who outwits Br'er Fox and slow-witted Br'er Bear."
Romance & Cigarettes,"Comedy, Musical, Romance",This down-and-dirty musical set in the world of working-class New York tells the story of a husband's journey into infidelity and redemption when he must choose between his seductive mistress and his beleaguered wife.
Henry V,"Biography, Drama, History","In the midst of the Hundred Years War, the young King Henry V of England embarks on the conquest of France in 1415."
Hannibal Rising,"Adventure, Crime, Drama","After the death of his parents during World War II, young Hannibal Lecter moves in with his beautiful aunt and begins plotting revenge on the barbarians responsible for his sister's death."
